ProjectID,CompanyID,ProjectName,Region,Status,StartDate,EndDate,PlannedDuration,PlannedCost,ActualCost,Revenue,SquareMeters
470,1,Scale Collaborative Paradigms,Almaty,Completed,2024-06-05,2024-11-03,127,158589.47,238223.32,690377.93,3395
471,2,Re-Contextualize Proactive Schemas,Surkhandarya,Planned,,,270,65797.18,,,6061
472,8,Brand Open-Source Metrics,Karakalpakstan,Planned,,,87,114846.49,,,1568
473,8,Generate Granular Synergies,Fergana,Ongoing,2025-03-25,,180,133022.19,178568.66,,3784
474,6,Seize Real-Time Portals,Nukus,Completed,2024-08-04,2024-11-29,104,88928.43,94892.78,207590.76,3074
475,1,Revolutionize Compelling Web-Readiness,Navoi,Completed,2023-07-08,2023-10-28,122,110337.19,92758.56,144995.97,2276
476,5,Transition Killer Eyeballs,Jizzakh,Completed,2024-04-29,2024-09-14,152,102684.18,164627.27,98342.53,3720
477,2,Leverage Global Users,Namangan,Planned,,,133,93994.33,,,3014
478,1,Repurpose Leading-Edge Networks,Karakalpakstan,Ongoing,2024-05-29,,150,69454.85,79164.34,,5246
479,6,Mesh Cross-Platform Applications,Surkhandarya,Completed,2024-04-22,2024-09-11,124,74288.68,66327.73,514127.51,4436
480,8,Empower Turn-Key E-Business,Namangan,Ongoing,2024-03-12,,99,79730.37,88488.84,,2415
481,2,Benchmark Clicks-And-Mortar Bandwidth,Sirdarya,Completed,2024-11-03,2025-05-13,192,111430.1,75758.44,200235.62,3966
482,8,Synergize Value-Added Methodologies,Qashqadaryo,Completed,2022-11-28,2024-02-24,385,119435.46,124748.88,102020.73,8038
483,2,Productize Transparent Portals,Almaty,Ongoing,2024-06-14,,140,122508.99,153453.08,,3320
484,2,Matrix Magnetic Supply-Chains,Ashgabat,Ongoing,2023-12-24,,109,89664.94,126724.82,,2468
485,4,Enable Efficient Action-Items,Bishkek,Planned,,,230,68361.18,,,5332
486,6,Re-Contextualize Global Eyeballs,Ashgabat,Ongoing,2023-08-01,,159,102509.07,95357.75,,4345
487,1,Synergize Visionary Platforms,Samarkand,Completed,2022-12-11,2023-01-07,27,97458.18,51077.64,296864.5,861
488,8,Whiteboard Granular Experiences,Tashkent,Ongoing,2025-04-09,,120,82131.14,115879.48,,2947
489,8,Enable Virtual Bandwidth,Almaty,Ongoing,2023-12-09,,76,82152.47,97406.22,,1827
490,4,Enhance Dynamic Platforms,Namangan,Planned,,,92,115515.21,,,1441
491,2,Empower Enterprise Solutions,Navoi,Completed,2023-11-18,2024-06-30,195,66700.92,56854.32,14438.47,5871
492,7,Re-Intermediate 24/365 Methodologies,Jizzakh,Completed,2021-11-27,2022-07-07,191,112435.8,142139.03,59823.47,4329
493,7,Visualize Clicks-And-Mortar Experiences,Bukhara,Ongoing,2024-06-02,,45,89696.49,75089.27,,1148
494,4,Disintermediate End-To-End Mindshare,Dushanbe,Completed,2023-06-10,2023-08-01,52,97112.95,111917.37,168016.87,1118
495,7,Seize Granular Initiatives,Namangan,Completed,2022-09-29,2023-01-11,96,155046.16,124603.99,374287.26,2270
496,2,Incubate Synergistic E-Tailers,Qashqadaryo,Completed,2022-06-02,2022-07-16,50,121686.06,137947.15,872724.31,1442
497,3,Transform Transparent Models,Namangan,Completed,2022-10-01,2023-01-09,102,110490.53,125044.88,41697.11,2449
498,6,Harness Distributed Channels,Khorezm,Completed,2022-11-25,2023-01-10,44,116542.2,102429.42,92722.72,1105
499,4,Optimize Bleeding-Edge Portals,Bukhara,Completed,2024-07-05,2024-11-16,135,111174.08,167040.19,20358.69,3225
500,6,Implement B2B Bandwidth,Nukus,Completed,2023-07-27,2024-01-18,196,133326.34,187265.97,160082.91,6375
