MilestoneID,ProjectID,Name,PlannedCompletion,ActualCompletion,Status
1046,237,Plumbing,2025-09-28,2025-10-17,On Track
1047,237,Electrical,2026-04-15,2026-04-07,Delayed
1048,237,Finishing,2026-10-31,2026-10-30,Completed
1049,237,Foundation,2027-05-18,2027-05-19,Completed
1050,238,Foundation,2023-04-03,2023-04-05,On Track
1051,238,Framing,2023-05-26,2023-06-04,Completed
1052,238,Plumbing,2023-07-18,2023-07-15,On Track
1053,238,Electrical,2023-09-09,2023-09-20,Delayed
1054,238,Finishing,2023-11-01,2023-10-28,Delayed
1055,238,Foundation,2023-12-24,2024-01-07,Completed
1056,239,Foundation,2021-03-30,2021-03-30,Delayed
1057,239,Framing,2021-10-11,,Completed
1058,239,Plumbing,2022-04-24,,On Track
1059,239,Electrical,2022-11-05,2022-10-31,On Track
1060,240,Foundation,2022-11-16,2022-11-21,On Track
1061,240,Framing,2023-04-05,2023-04-13,Delayed
1062,241,Foundation,2022-02-20,2022-02-25,Completed
1063,241,Framing,2022-06-26,2022-07-04,Delayed
1064,241,Plumbing,2022-10-30,2022-10-27,On Track
1065,241,Electrical,2023-03-05,2023-02-23,On Track
1066,241,Finishing,2023-07-09,2023-07-19,On Track
1067,241,Foundation,2023-11-12,2023-11-16,On Track
1068,241,Framing,2024-03-17,2024-03-18,Delayed
1069,242,Foundation,2024-03-21,2024-04-05,Completed
1070,242,Framing,2024-12-09,2024-12-07,Completed
1071,242,Plumbing,2025-08-29,2025-08-21,On Track
1072,242,Electrical,2026-05-19,2026-06-08,Completed
1073,243,Foundation,2022-07-02,2022-06-25,Completed
1074,243,Framing,2023-04-01,2023-04-03,Completed
1075,244,Foundation,2020-06-01,2020-05-29,On Track
1076,244,Framing,2020-11-12,2020-11-19,Delayed
1077,244,Plumbing,2021-04-25,2021-05-08,Completed
1078,244,Electrical,2021-10-06,2021-10-14,Delayed
1079,244,Finishing,2022-03-19,2022-03-31,On Track
1080,244,Foundation,2022-08-30,2022-08-25,Completed
1081,244,Framing,2023-02-10,2023-02-12,Completed
1082,245,Foundation,2023-07-27,2023-08-03,Delayed
1083,245,Framing,2023-12-06,2023-12-25,Delayed
1084,245,Plumbing,2024-04-16,2024-04-23,Delayed
1085,246,Foundation,2025-02-22,2025-02-25,Delayed
1086,246,Framing,2025-06-09,2025-06-25,Completed
1087,246,Plumbing,2025-09-24,2025-09-21,On Track
1088,246,Electrical,2026-01-09,2026-01-11,Completed
1089,247,Foundation,2025-01-26,2025-01-27,Delayed
1090,247,Framing,2025-05-04,2025-05-24,Completed
1091,247,Plumbing,2025-08-10,2025-08-01,Completed
1092,247,Electrical,2025-11-16,2025-11-06,Delayed
1093,248,Foundation,2022-11-13,2022-11-12,On Track
1094,248,Framing,2024-03-20,2024-04-06,Completed
1095,249,Foundation,2020-09-06,2020-09-25,Completed
1096,249,Framing,2021-06-30,2021-07-08,On Track
1097,249,Plumbing,2022-04-23,,Delayed
1098,249,Electrical,2023-02-14,2023-02-08,Delayed
1099,250,Foundation,2022-02-01,2022-01-29,Delayed
1100,250,Framing,2022-06-23,2022-06-15,Completed
1101,250,Plumbing,2022-11-12,2022-12-01,On Track
1102,250,Electrical,2023-04-03,2023-04-16,Delayed
1103,250,Finishing,2023-08-23,2023-08-18,Completed
1104,250,Foundation,2024-01-12,2024-01-24,On Track
1105,251,Foundation,2022-07-31,2022-08-10,Completed
1106,251,Framing,2023-01-11,2023-01-26,On Track
1107,251,Plumbing,2023-06-24,,Delayed
1108,251,Electrical,2023-12-05,2023-12-06,Delayed
1109,251,Finishing,2024-05-17,2024-05-20,On Track
1110,251,Foundation,2024-10-28,2024-11-14,Completed
1111,252,Foundation,2023-03-27,2023-04-13,On Track
1112,252,Framing,2023-05-30,2023-06-09,Delayed
1113,252,Plumbing,2023-08-02,2023-07-24,On Track
1114,252,Electrical,2023-10-05,2023-10-05,On Track
1115,252,Finishing,2023-12-08,2023-12-08,On Track
1116,252,Foundation,2024-02-10,,Completed
1117,252,Framing,2024-04-14,2024-04-16,Completed
1118,253,Foundation,2020-10-27,,Delayed
1119,253,Framing,2021-04-02,2021-04-01,On Track
1120,253,Plumbing,2021-09-06,2021-08-31,Delayed
1121,253,Electrical,2022-02-10,2022-02-18,Completed
1122,253,Finishing,2022-07-17,2022-07-19,Delayed
1123,253,Foundation,2022-12-21,2022-12-27,Completed
1124,254,Foundation,2024-03-24,2024-04-07,Completed
1125,254,Framing,2024-12-11,2024-12-07,Completed
1126,254,Plumbing,2025-08-30,2025-09-07,Completed
1127,255,Foundation,2022-07-11,2022-07-17,On Track
1128,255,Framing,2022-11-28,2022-11-26,Delayed
1129,255,Plumbing,2023-04-17,2023-04-28,On Track
1130,255,Electrical,2023-09-04,2023-08-28,Delayed
1131,255,Finishing,2024-01-22,2024-01-23,Delayed
1132,255,Foundation,2024-06-10,2024-06-11,On Track
1133,255,Framing,2024-10-28,2024-11-11,Delayed
1134,256,Foundation,2021-11-20,2021-12-06,Delayed
1135,256,Framing,2022-06-02,2022-06-11,On Track
1136,256,Plumbing,2022-12-13,2023-01-01,On Track
1137,256,Electrical,2023-06-25,2023-07-06,Completed
1138,256,Finishing,2024-01-05,,Completed
1139,256,Foundation,2024-07-17,2024-07-08,Completed
1140,257,Foundation,2022-01-27,2022-02-13,Delayed
1141,257,Framing,2022-11-17,2022-11-07,On Track
1142,257,Plumbing,2023-09-07,2023-09-06,On Track
1143,258,Foundation,2023-03-08,2023-03-04,On Track
1144,258,Framing,2023-07-13,2023-07-09,Delayed
1145,258,Plumbing,2023-11-17,2023-11-24,Completed
1146,258,Electrical,2024-03-23,2024-03-17,Completed
1147,259,Foundation,2021-04-23,2021-04-25,Completed
1148,259,Framing,2022-06-06,,On Track
1149,260,Foundation,2023-10-19,2023-10-18,Completed
1150,260,Framing,2024-10-14,2024-10-23,Delayed
1151,261,Foundation,2023-08-08,,Delayed
1152,261,Framing,2023-09-19,2023-09-30,Completed
1153,261,Plumbing,2023-10-31,2023-11-01,On Track
1154,261,Electrical,2023-12-12,2023-12-11,Completed
1155,261,Finishing,2024-01-23,2024-01-25,Delayed
1156,261,Foundation,2024-03-05,2024-03-11,On Track
1157,261,Framing,2024-04-16,2024-05-04,Completed
1158,262,Foundation,2023-09-19,2023-09-11,Completed
1159,262,Framing,2024-03-18,2024-04-07,Completed
1160,262,Plumbing,2024-09-15,,Completed
1161,262,Electrical,2025-03-15,2025-03-14,Delayed
1162,262,Finishing,2025-09-12,2025-09-25,Delayed
1163,262,Foundation,2026-03-12,2026-03-23,Completed
1164,263,Foundation,2021-10-03,2021-09-30,Completed
1165,263,Framing,2022-03-03,2022-03-01,Completed
1166,263,Plumbing,2022-08-01,2022-07-30,On Track
1167,263,Electrical,2022-12-30,2023-01-19,Delayed
1168,264,Foundation,2023-04-10,2023-04-04,Delayed
1169,264,Framing,2024-01-22,2024-02-02,Completed
1170,264,Plumbing,2024-11-04,2024-11-06,Completed
1171,265,Foundation,2021-04-01,2021-04-18,On Track
1172,265,Framing,2021-05-16,2021-05-19,On Track
1173,265,Plumbing,2021-06-30,2021-07-03,Completed
1174,265,Electrical,2021-08-14,2021-08-14,On Track
1175,265,Finishing,2021-09-28,2021-09-24,Completed
1176,265,Foundation,2021-11-12,2021-11-19,On Track
1177,266,Foundation,2022-03-21,2022-03-20,Completed
1178,266,Framing,2023-01-29,2023-02-17,On Track
1179,266,Plumbing,2023-12-09,2023-12-19,On Track
1180,267,Foundation,2023-06-10,2023-06-02,Completed
1181,267,Framing,2023-12-22,2023-12-15,On Track
1182,267,Plumbing,2024-07-04,,Delayed
1183,267,Electrical,2025-01-15,2025-02-02,Delayed
1184,268,Foundation,2021-10-21,2021-10-25,Completed
1185,268,Framing,2022-03-05,2022-03-24,On Track
1186,268,Plumbing,2022-07-18,2022-08-01,On Track
1187,268,Electrical,2022-11-30,,Completed
1188,269,Foundation,2021-10-15,2021-10-13,Completed
1189,269,Framing,2022-02-24,2022-02-21,On Track
1190,269,Plumbing,2022-07-06,,On Track
1191,269,Electrical,2022-11-15,2022-11-27,On Track
1192,269,Finishing,2023-03-27,2023-04-02,Delayed
1193,269,Foundation,2023-08-06,2023-08-18,On Track
1194,270,Foundation,2022-01-06,2022-01-11,On Track
1195,270,Framing,2022-03-14,2022-03-10,Delayed
1196,270,Plumbing,2022-05-20,2022-06-03,Delayed
1197,270,Electrical,2022-07-26,2022-08-15,Completed
1198,270,Finishing,2022-10-01,2022-10-12,On Track
1199,271,Foundation,2024-08-06,2024-08-01,Delayed
1200,271,Framing,2026-01-10,2026-01-27,Completed
1201,272,Foundation,2024-10-14,2024-10-31,On Track
1202,272,Framing,2025-01-24,2025-01-27,On Track
1203,272,Plumbing,2025-05-06,2025-05-15,Delayed
1204,272,Electrical,2025-08-16,2025-08-29,Completed
1205,273,Foundation,2021-08-01,2021-08-09,Completed
1206,273,Framing,2021-09-22,2021-10-02,On Track
1207,273,Plumbing,2021-11-13,2021-11-19,Delayed
1208,273,Electrical,2022-01-04,2022-01-20,On Track
1209,273,Finishing,2022-02-25,2022-03-03,Completed
1210,273,Foundation,2022-04-18,2022-04-09,Completed
1211,273,Framing,2022-06-09,2022-06-23,On Track
1212,274,Foundation,2020-04-24,2020-04-23,Delayed
1213,274,Framing,2020-06-25,2020-07-09,Delayed
1214,274,Plumbing,2020-08-26,2020-08-21,Completed
1215,275,Foundation,2024-10-02,2024-10-14,On Track
1216,275,Framing,2025-03-13,2025-03-17,Delayed
1217,276,Foundation,2023-04-14,2023-04-27,On Track
1218,276,Framing,2024-04-09,2024-04-23,Completed
1219,277,Foundation,2020-09-25,2020-09-19,Delayed
1220,277,Framing,2020-11-20,,Delayed
1221,277,Plumbing,2021-01-15,2021-01-23,On Track
1222,277,Electrical,2021-03-12,2021-03-30,Delayed
1223,277,Finishing,2021-05-07,2021-05-07,Completed
1224,277,Foundation,2021-07-02,2021-07-17,Completed
1225,278,Foundation,2023-01-08,2022-12-31,Delayed
1226,278,Framing,2023-06-26,2023-07-06,Completed
1227,279,Foundation,2024-04-06,2024-04-08,Completed
1228,279,Framing,2024-07-05,2024-07-14,Delayed
1229,279,Plumbing,2024-10-03,2024-10-10,On Track
1230,279,Electrical,2025-01-01,2025-01-20,Completed
1231,279,Finishing,2025-04-01,2025-04-18,On Track
1232,279,Foundation,2025-06-30,2025-06-25,On Track
1233,279,Framing,2025-09-28,2025-10-01,Completed
1234,280,Foundation,2024-03-10,2024-03-09,On Track
1235,280,Framing,2024-06-09,2024-06-27,On Track
1236,280,Plumbing,2024-09-08,2024-08-29,Delayed
1237,280,Electrical,2024-12-08,2024-11-28,Delayed
1238,280,Finishing,2025-03-09,2025-03-16,Completed
1239,281,Foundation,2022-09-20,2022-09-17,Completed
1240,281,Framing,2022-11-17,2022-11-22,Delayed
1241,281,Plumbing,2023-01-14,2023-01-06,On Track
1242,281,Electrical,2023-03-13,2023-03-10,Delayed
1243,281,Finishing,2023-05-10,2023-05-19,On Track
1244,282,Foundation,2023-08-19,2023-08-14,Completed
1245,282,Framing,2024-04-22,,On Track
1246,283,Foundation,2023-12-03,2023-12-11,Delayed
1247,283,Framing,2024-01-27,2024-01-27,On Track
1248,283,Plumbing,2024-03-22,2024-03-15,On Track
1249,283,Electrical,2024-05-16,2024-05-11,Completed
1250,283,Finishing,2024-07-10,2024-07-21,Completed
1251,283,Foundation,2024-09-03,2024-09-11,On Track
1252,283,Framing,2024-10-28,2024-11-17,Completed
1253,284,Foundation,2022-05-25,,Delayed
1254,284,Framing,2022-09-21,2022-09-21,Delayed
1255,284,Plumbing,2023-01-18,,Delayed
1256,284,Electrical,2023-05-17,2023-06-02,Delayed
1257,285,Foundation,2022-04-19,2022-04-13,Delayed
1258,285,Framing,2022-08-21,2022-08-21,Completed
1259,285,Plumbing,2022-12-23,2022-12-19,Completed
1260,285,Electrical,2023-04-26,2023-04-17,Completed
1261,285,Finishing,2023-08-28,2023-09-07,On Track
1262,286,Foundation,2022-08-10,2022-08-23,Completed
1263,286,Framing,2022-11-01,2022-10-31,Delayed
1264,286,Plumbing,2023-01-23,2023-01-21,Completed
1265,286,Electrical,2023-04-16,2023-04-17,Completed
1266,286,Finishing,2023-07-08,2023-07-16,Completed
1267,287,Foundation,2023-08-13,2023-08-18,On Track
1268,287,Framing,2024-01-11,2024-01-29,Completed
1269,287,Plumbing,2024-06-10,2024-06-09,On Track
1270,287,Electrical,2024-11-08,,Completed
1271,287,Finishing,2025-04-08,2025-04-23,On Track
1272,287,Foundation,2025-09-06,2025-09-21,Delayed
1273,287,Framing,2026-02-04,,Delayed
1274,288,Foundation,2023-07-16,2023-07-31,On Track
1275,288,Framing,2024-01-19,2024-01-29,Delayed
1276,288,Plumbing,2024-07-24,2024-07-22,Delayed
1277,288,Electrical,2025-01-27,2025-01-26,Delayed
1278,288,Finishing,2025-08-02,,Completed
1279,288,Foundation,2026-02-05,2026-02-05,Completed
1280,289,Foundation,2023-08-27,2023-09-05,On Track
1281,289,Framing,2023-12-04,2023-11-30,Delayed
1282,289,Plumbing,2024-03-12,2024-03-31,Delayed
1283,289,Electrical,2024-06-19,,On Track
1284,289,Finishing,2024-09-26,2024-10-01,Delayed
1285,289,Foundation,2025-01-03,2025-01-21,Delayed
1286,290,Foundation,2024-02-13,2024-02-28,Completed
1287,290,Framing,2024-06-10,2024-06-01,Delayed
1288,290,Plumbing,2024-10-06,2024-10-14,Delayed
1289,290,Electrical,2025-02-01,2025-02-08,On Track
1290,290,Finishing,2025-05-30,2025-06-07,Delayed
1291,291,Foundation,2020-08-04,2020-07-29,On Track
1292,291,Framing,2021-06-25,2021-06-25,Completed
1293,292,Foundation,2021-08-27,2021-09-12,Completed
1294,292,Framing,2022-02-17,2022-02-19,On Track
1295,292,Plumbing,2022-08-10,2022-08-27,Delayed
1296,292,Electrical,2023-01-31,2023-02-12,Completed
1297,292,Finishing,2023-07-24,2023-07-15,On Track
1298,292,Foundation,2024-01-14,2024-01-19,Delayed
1299,293,Foundation,2024-03-30,2024-04-15,On Track
1300,293,Framing,2024-05-21,2024-05-27,On Track
1301,293,Plumbing,2024-07-12,2024-07-13,On Track
1302,293,Electrical,2024-09-02,,Completed
1303,293,Finishing,2024-10-24,2024-10-14,Completed
1304,294,Foundation,2022-07-18,2022-07-14,Delayed
1305,294,Framing,2023-01-07,2023-01-20,Delayed
1306,294,Plumbing,2023-06-29,2023-07-13,On Track
1307,295,Foundation,2024-10-15,2024-10-26,On Track
1308,295,Framing,2024-12-03,,Delayed
1309,295,Plumbing,2025-01-21,2025-02-02,On Track
1310,295,Electrical,2025-03-11,2025-03-01,On Track
1311,295,Finishing,2025-04-29,2025-05-10,On Track
1312,295,Foundation,2025-06-17,2025-06-17,On Track
1313,296,Foundation,2022-02-09,2022-02-15,Completed
1314,296,Framing,2023-05-17,,Delayed
1315,297,Foundation,2020-05-07,2020-05-25,On Track
1316,297,Framing,2020-06-23,2020-06-19,Completed
1317,297,Plumbing,2020-08-09,2020-08-09,Completed
1318,297,Electrical,2020-09-25,2020-09-18,On Track
1319,297,Finishing,2020-11-11,2020-11-09,Completed
1320,297,Foundation,2020-12-28,2021-01-04,On Track
1321,297,Framing,2021-02-13,2021-02-20,Delayed
1322,298,Foundation,2022-11-04,2022-10-29,Delayed
1323,298,Framing,2023-01-07,2023-01-15,On Track
1324,298,Plumbing,2023-03-12,2023-03-11,Delayed
1325,298,Electrical,2023-05-15,2023-05-22,On Track
1326,299,Foundation,2025-03-17,2025-03-22,On Track
1327,299,Framing,2026-07-09,2026-07-02,On Track
1328,300,Foundation,2020-06-08,2020-06-10,Completed
1329,300,Framing,2020-10-12,2020-10-30,Completed
1330,300,Plumbing,2021-02-15,2021-02-27,Delayed
1331,300,Electrical,2021-06-21,2021-06-20,On Track
1332,300,Finishing,2021-10-25,2021-11-06,Completed
1333,301,Foundation,2024-08-22,2024-09-10,Delayed
1334,301,Framing,2025-09-18,2025-09-26,Completed
1335,302,Foundation,2022-08-18,2022-08-11,Completed
1336,302,Framing,2022-12-24,2023-01-03,Delayed
1337,302,Plumbing,2023-05-01,2023-05-06,On Track
1338,302,Electrical,2023-09-06,2023-08-31,Completed
1339,302,Finishing,2024-01-12,2024-01-10,Delayed
1340,303,Foundation,2022-05-27,2022-06-08,Delayed
1341,303,Framing,2023-03-03,2023-03-18,Delayed
1342,303,Plumbing,2023-12-08,2023-12-12,On Track
1343,304,Foundation,2022-02-18,2022-02-11,Delayed
1344,304,Framing,2022-06-28,2022-07-15,Delayed
1345,304,Plumbing,2022-11-05,2022-11-14,Completed
1346,304,Electrical,2023-03-15,2023-03-08,Completed
1347,304,Finishing,2023-07-23,2023-08-07,Completed
1348,305,Foundation,2021-02-22,2021-02-14,Completed
1349,305,Framing,2021-06-23,2021-06-27,Delayed
1350,305,Plumbing,2021-10-22,2021-10-19,Completed
1351,305,Electrical,2022-02-20,2022-02-15,Delayed
1352,305,Finishing,2022-06-21,2022-06-13,Completed
1353,305,Foundation,2022-10-20,2022-10-28,Delayed
1354,305,Framing,2023-02-18,2023-02-26,Completed
1355,306,Foundation,2024-09-08,2024-09-05,Completed
1356,306,Framing,2025-02-20,2025-02-12,Completed
1357,306,Plumbing,2025-08-04,2025-08-12,On Track
1358,306,Electrical,2026-01-16,2026-01-24,Delayed
1359,306,Finishing,2026-06-30,,Delayed
1360,306,Foundation,2026-12-12,2026-12-07,Delayed
1361,306,Framing,2027-05-26,2027-05-18,Completed
1362,307,Foundation,2020-05-17,2020-05-31,Delayed
1363,307,Framing,2020-06-30,2020-07-05,On Track
1364,307,Plumbing,2020-08-13,2020-08-05,On Track
1365,307,Electrical,2020-09-26,2020-10-14,Completed
1366,307,Finishing,2020-11-09,,On Track
1367,307,Foundation,2020-12-23,2021-01-03,Completed
1368,308,Foundation,2025-01-22,2025-01-24,Delayed
1369,308,Framing,2025-09-05,2025-09-01,Delayed
1370,308,Plumbing,2026-04-19,2026-04-18,Completed
1371,308,Electrical,2026-12-01,2026-11-30,Delayed
1372,309,Foundation,2021-02-04,2021-02-23,On Track
1373,309,Framing,2021-05-29,,Completed
1374,309,Plumbing,2021-09-20,2021-09-22,Delayed
1375,309,Electrical,2022-01-12,2022-01-03,Completed
1376,309,Finishing,2022-05-06,,Completed
1377,309,Foundation,2022-08-28,2022-09-04,Delayed
1378,309,Framing,2022-12-20,2022-12-13,On Track
1379,310,Foundation,2024-08-14,2024-08-17,Delayed
1380,310,Framing,2025-03-01,2025-03-11,Delayed
1381,310,Plumbing,2025-09-16,2025-09-18,Completed
1382,311,Foundation,2022-09-27,2022-10-08,On Track
1383,311,Framing,2023-03-18,2023-03-14,Delayed
1384,311,Plumbing,2023-09-06,2023-09-22,Delayed
1385,312,Foundation,2021-10-14,2021-10-08,On Track
1386,312,Framing,2022-02-22,,Completed
1387,312,Plumbing,2022-07-03,2022-07-21,Delayed
1388,312,Electrical,2022-11-11,,Completed
1389,312,Finishing,2023-03-22,2023-04-06,Delayed
1390,312,Foundation,2023-07-31,2023-08-18,Completed
1391,312,Framing,2023-12-09,2023-12-28,On Track
1392,313,Foundation,2024-04-10,2024-04-16,Delayed
1393,313,Framing,2024-09-12,2024-09-14,On Track
1394,313,Plumbing,2025-02-14,2025-02-17,Completed
1395,313,Electrical,2025-07-19,2025-07-24,On Track
1396,313,Finishing,2025-12-21,2026-01-02,Delayed
1397,314,Foundation,2024-05-16,2024-05-24,On Track
1398,314,Framing,2024-10-12,2024-10-20,Delayed
1399,314,Plumbing,2025-03-10,2025-03-03,Completed
1400,314,Electrical,2025-08-06,2025-07-29,Completed
1401,314,Finishing,2026-01-02,2026-01-08,Delayed
1402,314,Foundation,2026-05-31,2026-06-04,Completed
1403,315,Foundation,2022-05-29,2022-05-21,Completed
1404,315,Framing,2022-10-01,2022-10-14,Completed
1405,315,Plumbing,2023-02-03,2023-01-26,Completed
1406,315,Electrical,2023-06-08,2023-06-23,Completed
1407,315,Finishing,2023-10-11,2023-10-02,Completed
1408,315,Foundation,2024-02-13,,Delayed
1409,316,Foundation,2022-12-07,2022-12-25,Completed
1410,316,Framing,2023-05-05,2023-05-05,Delayed
1411,316,Plumbing,2023-10-01,2023-09-30,Completed
1412,316,Electrical,2024-02-27,2024-03-17,Delayed
1413,316,Finishing,2024-07-25,2024-08-07,Delayed
1414,316,Foundation,2024-12-21,2024-12-12,Completed
1415,317,Foundation,2024-05-02,,Delayed
1416,317,Framing,2024-11-01,2024-11-16,On Track
1417,317,Plumbing,2025-05-03,2025-05-02,On Track
1418,318,Foundation,2023-09-24,2023-09-16,Delayed
1419,318,Framing,2023-12-21,2023-12-19,Delayed
1420,318,Plumbing,2024-03-18,2024-03-16,On Track
1421,318,Electrical,2024-06-14,2024-06-27,On Track
1422,318,Finishing,2024-09-10,2024-09-29,On Track
1423,318,Foundation,2024-12-07,2024-12-18,On Track
1424,319,Foundation,2020-06-13,2020-06-28,Delayed
1425,319,Framing,2020-09-01,2020-08-27,On Track
1426,319,Plumbing,2020-11-20,2020-11-20,On Track
1427,319,Electrical,2021-02-08,2021-02-17,On Track
1428,320,Foundation,2021-02-08,2021-02-22,Delayed
1429,320,Framing,2021-08-20,2021-08-17,Completed
1430,320,Plumbing,2022-03-01,2022-03-11,Completed
1431,320,Electrical,2022-09-10,2022-09-23,On Track
1432,320,Finishing,2023-03-22,2023-04-01,On Track
1433,321,Foundation,2021-01-03,2020-12-29,Delayed
1434,321,Framing,2021-06-09,2021-06-08,Completed
1435,322,Foundation,2023-02-22,2023-02-24,Delayed
1436,322,Framing,2024-01-31,2024-02-05,Completed
1437,322,Plumbing,2025-01-08,2025-01-25,Delayed
1438,323,Foundation,2022-05-31,2022-06-02,Completed
1439,323,Framing,2022-09-28,2022-10-09,On Track
1440,323,Plumbing,2023-01-26,2023-02-14,Delayed
1441,323,Electrical,2023-05-26,2023-06-15,Completed
1442,323,Finishing,2023-09-23,2023-10-12,Delayed
1443,324,Foundation,2022-04-05,2022-04-03,On Track
1444,324,Framing,2022-07-31,2022-07-29,Delayed
1445,324,Plumbing,2022-11-25,2022-11-29,Completed
1446,324,Electrical,2023-03-22,2023-03-19,Completed
1447,325,Foundation,2021-02-05,2021-02-11,Completed
1448,325,Framing,2021-06-26,2021-06-21,On Track
1449,325,Plumbing,2021-11-14,,On Track
1450,326,Foundation,2023-02-21,,On Track
1451,326,Framing,2024-05-03,2024-05-14,On Track
1452,327,Foundation,2020-06-04,2020-06-03,On Track
1453,327,Framing,2020-10-21,2020-10-11,On Track
1454,327,Plumbing,2021-03-09,2021-03-29,On Track
1455,327,Electrical,2021-07-26,2021-08-15,On Track
1456,327,Finishing,2021-12-12,2021-12-24,On Track
1457,327,Foundation,2022-04-30,2022-05-17,Delayed
1458,327,Framing,2022-09-16,2022-09-27,Completed
1459,328,Foundation,2020-04-22,2020-05-07,On Track
1460,328,Framing,2020-10-05,2020-10-17,Delayed
1461,328,Plumbing,2021-03-20,2021-03-24,On Track
1462,328,Electrical,2021-09-02,2021-09-12,Delayed
1463,328,Finishing,2022-02-15,2022-03-01,Completed
1464,328,Foundation,2022-07-31,2022-08-14,Delayed
1465,329,Foundation,2021-07-18,,On Track
1466,329,Framing,2022-02-27,2022-03-01,On Track
1467,329,Plumbing,2022-10-09,2022-10-07,Delayed
1468,330,Foundation,2021-07-18,,On Track
1469,330,Framing,2021-12-22,2021-12-31,Completed
1470,330,Plumbing,2022-05-28,2022-06-02,Completed
1471,331,Foundation,2024-09-22,2024-09-18,On Track
1472,331,Framing,2025-05-01,2025-05-20,Delayed
1473,331,Plumbing,2025-12-08,,On Track
1474,331,Electrical,2026-07-17,2026-07-25,Delayed
1475,331,Finishing,2027-02-23,2027-02-13,On Track
1476,332,Foundation,2024-04-08,,On Track
1477,332,Framing,2024-08-31,2024-09-11,On Track
1478,332,Plumbing,2025-01-23,2025-02-04,Delayed
1479,332,Electrical,2025-06-17,,Completed
1480,332,Finishing,2025-11-09,2025-11-29,Delayed
1481,332,Foundation,2026-04-03,2026-04-06,Completed
1482,332,Framing,2026-08-26,2026-09-09,On Track
1483,333,Foundation,2023-10-30,,Completed
1484,333,Framing,2023-12-08,2023-12-24,On Track
1485,333,Plumbing,2024-01-16,2024-01-24,Delayed
1486,333,Electrical,2024-02-24,2024-02-24,Delayed
1487,333,Finishing,2024-04-03,2024-03-25,Completed
1488,333,Foundation,2024-05-12,2024-05-04,Delayed
1489,334,Foundation,2021-03-01,2021-03-17,Delayed
1490,334,Framing,2022-10-21,2022-10-31,Completed
1491,335,Foundation,2022-01-07,2022-01-27,On Track
1492,335,Framing,2023-07-27,2023-07-26,On Track
1493,336,Foundation,2021-02-27,2021-03-11,On Track
1494,336,Framing,2021-03-30,2021-04-17,Completed
1495,336,Plumbing,2021-04-30,2021-04-26,On Track
1496,336,Electrical,2021-05-31,2021-05-21,Completed
1497,336,Finishing,2021-07-01,2021-06-28,On Track
1498,336,Foundation,2021-08-01,2021-08-16,Delayed
1499,336,Framing,2021-09-01,2021-09-06,Delayed
1500,337,Foundation,2023-05-13,2023-05-04,Delayed
1501,337,Framing,2024-04-07,2024-04-22,Delayed
1502,338,Foundation,2024-11-22,2024-11-18,Completed
1503,338,Framing,2025-07-01,2025-07-07,Completed
1504,339,Foundation,2024-08-20,2024-08-14,On Track
1505,339,Framing,2024-12-31,,Completed
1506,339,Plumbing,2025-05-13,2025-05-07,On Track
1507,339,Electrical,2025-09-23,2025-09-28,Completed
1508,339,Finishing,2026-02-03,2026-01-25,Completed
1509,339,Foundation,2026-06-16,,Completed
1510,340,Foundation,2024-05-28,2024-06-15,On Track
1511,340,Framing,2025-01-27,2025-01-31,Completed
1512,341,Foundation,2023-05-28,2023-06-13,On Track
1513,341,Framing,2024-10-05,2024-10-10,Completed
1514,342,Foundation,2022-01-02,2021-12-25,Delayed
1515,342,Framing,2022-09-22,2022-09-22,Completed
1516,342,Plumbing,2023-06-12,2023-06-23,On Track
1517,343,Foundation,2020-07-09,2020-07-17,Delayed
1518,343,Framing,2020-10-05,2020-10-21,On Track
1519,343,Plumbing,2021-01-01,,On Track
1520,343,Electrical,2021-03-30,,Delayed
1521,343,Finishing,2021-06-26,2021-06-20,On Track
1522,343,Foundation,2021-09-22,2021-10-04,On Track
1523,343,Framing,2021-12-19,2021-12-23,Completed
1524,344,Foundation,2024-10-28,,Completed
1525,344,Framing,2025-08-27,2025-09-05,On Track
1526,345,Foundation,2020-12-17,2021-01-04,On Track
1527,345,Framing,2021-04-20,2021-04-10,On Track
1528,346,Foundation,2021-04-01,2021-04-11,Delayed
1529,346,Framing,2021-05-03,2021-05-06,Delayed
1530,346,Plumbing,2021-06-04,2021-06-16,On Track
1531,346,Electrical,2021-07-06,2021-07-16,Delayed
1532,346,Finishing,2021-08-07,2021-08-10,On Track
1533,346,Foundation,2021-09-08,2021-09-17,Completed
1534,346,Framing,2021-10-10,2021-10-05,Completed
1535,347,Foundation,2024-08-07,2024-08-17,Delayed
1536,347,Framing,2024-11-13,2024-11-14,Completed
1537,348,Foundation,2020-11-09,2020-11-05,Completed
1538,348,Framing,2021-09-15,2021-09-08,Completed
1539,348,Plumbing,2022-07-22,2022-07-28,Completed
1540,349,Foundation,2022-07-20,2022-07-16,On Track
1541,349,Framing,2022-08-21,2022-08-14,Completed
1542,349,Plumbing,2022-09-22,2022-10-09,Delayed
1543,349,Electrical,2022-10-24,2022-10-29,Completed
1544,349,Finishing,2022-11-25,,Completed
1545,349,Foundation,2022-12-27,2022-12-28,Delayed
1546,349,Framing,2023-01-28,2023-01-26,Delayed
1547,350,Foundation,2021-04-05,2021-03-29,Completed
1548,350,Framing,2022-02-26,2022-02-21,On Track
1549,351,Foundation,2025-02-21,2025-02-27,On Track
